ID,AGE,SEX,EDU,MAR,CRE,BILL_1,BILL_2,BILL_3,STA_1,STA_2,STA_3,AMT_1,AMT_2,AMT_3,PAY
7727,45,Male,Graduate,married,13509,12596,11469,9818,duly,duly,duly,463,569,356,Y
7728,41,Female,College,single,2133,1816,1866,1466,duly,duly,duly,141,61,70,Y
7729,37,Female,College,married,12087,11907,10833,8271,duly,duly,duly,498,391,533,Y
7730,22,Female,Graduate,single,1422,1554,1021,0,delay,delay,,36,11,0,N
7731,38,Female,HighSchool,single,2133,1933,2017,2092,duly,duly,duly,157,107,546,N
7732,37,Female,Graduate,married,35550,20723,20108,21569,duly,duly,duly,889,1067,1074,Y
7733,32,Female,Graduate,married,11376,227,219,283,duly,duly,duly,237,196,268,Y
7734,50,Male,College,married,11376,10,50,79,duly,duly,duly,25,57,62,Y
7735,39,Female,HighSchool,married,3555,2244,2375,2352,delay,delay,delay,135,42,86,N
7736,34,Female,Graduate,married,25596,200,563,557,,duly,duly,79,533,199,Y
7737,28,Male,Graduate,single,12087,4026,4160,3653,duly,duly,duly,151,132,160,Y
7738,26,Female,Graduate,single,14220,14283,13789,13740,duly,duly,duly,517,531,498,Y
7739,26,Female,College,single,17064,10388,9000,8073,duly,duly,duly,458,345,278,Y
7740,43,Male,HighSchool,married,28440,9956,5610,315,duly,duly,duly,1163,249,22,Y
7741,38,Male,Graduate,single,14220,0,0,0,,,,0,0,0,Y
7742,31,Female,College,single,9954,9814,9952,10093,duly,duly,duly,466,370,391,Y
7743,49,Male,Graduate,married,12798,4581,4931,5301,duly,duly,duly,249,284,356,Y
7744,22,Female,College,married,2133,1940,2005,1555,delay,duly,duly,124,64,61,N
7745,24,Male,Graduate,single,4266,1532,1618,1760,duly,duly,duly,115,196,203,Y
7746,22,Female,Graduate,single,1422,975,1098,1175,duly,delay,delay,107,92,53,Y
7747,23,Female,Graduate,single,12798,388,345,492,duly,duly,duly,178,142,171,Y
7748,25,Female,College,single,24885,23830,24735,8579,duly,delay,duly,1031,714,284,N
7749,31,Male,College,married,24174,4533,4813,5822,duly,duly,duly,169,590,283,N
7750,24,Female,Graduate,married,11376,413,315,277,duly,duly,duly,342,242,277,Y
7751,36,Male,College,married,2133,57,28,14,delay,duly,duly,14,28,28,N
7752,41,Female,HighSchool,married,12798,312,203,271,duly,duly,,388,0,271,Y
7753,24,Female,Graduate,single,1422,1365,1379,1397,duly,duly,duly,94,71,68,Y
7754,36,Female,College,single,10665,0,0,88,delay,,duly,0,70,45,Y
7755,35,Male,College,single,2133,1866,1836,1882,delay,delay,duly,71,36,107,Y
7756,28,Female,College,single,14220,652,402,452,duly,duly,duly,474,363,459,Y
7757,34,Male,College,married,7821,7264,7139,7328,duly,duly,duly,306,277,284,Y
7758,39,Female,HighSchool,married,4266,2153,2320,1691,delay,duly,delay,107,129,142,Y
7759,30,Female,College,single,5688,700,2131,2061,duly,duly,duly,1642,533,178,Y
7760,25,Male,College,single,711,299,459,279,duly,duly,duly,80,89,71,N
7761,23,Female,College,married,3555,2902,2038,2078,duly,duly,duly,124,87,79,Y
7762,30,Male,HighSchool,single,10665,4532,8516,6248,duly,duly,duly,4921,184,153,Y
7763,28,Female,Graduate,single,16353,3331,3095,3010,duly,duly,duly,178,142,142,N
7764,25,Male,College,single,1422,1444,1375,1197,delay,delay,duly,0,43,12,N
7765,31,Male,Graduate,single,7110,6719,6917,6147,delay,delay,delay,267,164,188,N
7766,39,Male,College,single,2844,2723,1154,566,duly,duly,duly,115,18,366,Y
7767,51,Female,College,married,19197,639,609,169,duly,duly,duly,781,240,320,Y
7768,40,Male,College,married,7821,2311,2393,2528,duly,delay,duly,123,104,68,Y
7769,32,Male,Graduate,single,14931,73,332,67,,,,183,219,72,Y
7770,52,Female,College,married,17064,0,0,811,delay,,duly,0,99,712,Y
7771,37,Female,College,single,7110,10172,962,675,duly,duly,duly,181,71,28,N
7772,50,Female,College,married,29151,17618,17308,15222,duly,duly,duly,747,551,533,Y
7773,46,Female,HighSchool,married,20619,2237,2630,1551,duly,duly,duly,2473,1729,1193,Y
7774,42,Female,Graduate,single,14220,291,283,0,duly,duly,,302,119,203,Y
7775,44,Male,HighSchool,married,10665,3534,2079,1482,duly,duly,duly,2113,712,486,Y
7776,37,Female,Graduate,single,26307,21714,21185,22307,duly,duly,duly,726,2720,1245,Y
7777,25,Male,Graduate,married,7110,4698,1486,0,duly,duly,,146,0,0,Y
7778,35,Female,HighSchool,married,2133,1965,1824,1839,duly,duly,duly,105,107,107,Y
7779,46,Male,College,married,7110,1658,1704,1805,delay,delay,duly,71,114,82,N
7780,30,Male,College,single,18486,31215,17809,940,duly,duly,duly,712,185,213,Y
7781,25,Female,College,married,9243,2319,942,1378,duly,duly,duly,257,1609,107,Y
7782,23,Female,Graduate,single,11376,5578,4599,20,duly,duly,duly,249,36,103,N
7783,27,Female,Graduate,single,11376,6925,7173,7466,duly,duly,duly,299,264,275,Y
7784,24,Female,Graduate,single,1422,159,31,31,duly,duly,duly,159,31,31,Y
7785,36,Male,College,married,10665,6231,6944,7633,delay,duly,duly,320,569,1991,N
7786,43,Male,HighSchool,married,1422,732,1407,1379,duly,duly,duly,841,97,183,Y
7787,50,Male,Graduate,married,10665,6872,8237,7017,duly,duly,duly,1913,252,317,Y
7788,33,Female,HighSchool,married,19908,5687,6183,6222,duly,delay,delay,499,229,118,N
7789,39,Female,College,married,25596,12416,10074,13171,duly,,duly,501,11823,179,N
7790,32,Female,College,married,4266,982,1163,1229,duly,duly,duly,142,72,50,Y
7791,63,Female,Graduate,married,12087,3961,4180,4439,duly,duly,duly,196,196,201,Y
7792,27,Female,Graduate,single,12798,1082,1737,1265,duly,duly,duly,1061,114,71,Y
7793,27,Male,Graduate,single,3555,3085,1121,120,duly,duly,duly,166,117,36,Y
7794,23,Male,College,single,10665,6019,5508,3401,delay,duly,duly,4907,4295,2975,N
7795,32,Male,Graduate,married,14220,41,41,14,delay,delay,duly,27,14,5487,Y
7796,43,Female,HighSchool,married,14220,8089,7897,7435,duly,duly,duly,346,328,284,Y
7797,37,Female,College,married,8532,14,2993,1493,delay,duly,duly,1493,7,0,Y
7798,30,Male,College,married,4977,5096,4812,3536,delay,duly,duly,108,165,140,N
7799,45,Female,Graduate,single,35550,211,7264,1127,duly,duly,duly,2081,4630,396,Y
7800,25,Female,College,single,4266,43,43,16,delay,delay,delay,0,0,21,N
7801,44,Female,College,married,1422,1197,1160,1092,delay,delay,delay,0,28,0,N
7802,53,Male,Graduate,married,42660,32920,32593,31131,delay,duly,duly,640,1138,1458,N
7803,45,Male,College,married,3555,431,112,0,duly,duly,,369,0,106,Y
7804,46,Female,College,married,711,692,305,143,delay,duly,duly,149,237,67,N
7805,42,Female,Graduate,married,14220,84,183,33,duly,,duly,0,183,33,Y
7806,28,Male,HighSchool,married,2133,1696,1785,1955,delay,delay,delay,60,162,39,N
7807,45,Male,HighSchool,married,5688,1887,1957,1977,duly,duly,duly,124,178,209,Y
7808,60,Female,College,single,11376,294,56,149,,duly,duly,222,113,36,N
7809,38,Male,College,married,21330,12552,12768,13438,duly,delay,delay,800,539,274,Y
7810,50,Female,HighSchool,married,31284,14857,7556,4485,duly,duly,duly,663,1780,1496,Y
7811,52,Male,HighSchool,married,3555,1653,2212,2763,,delay,duly,1659,1414,538,Y
7812,26,Female,College,married,20619,15749,9494,6608,duly,duly,duly,419,320,212,N
7813,36,Male,College,single,9954,4190,4413,4777,duly,duly,duly,196,188,238,N
7814,42,Female,HighSchool,married,18486,4066,4358,6920,duly,duly,duly,213,370,162,Y
7815,29,Male,Graduate,married,9243,8391,2564,2391,delay,duly,duly,213,107,95,Y
7816,43,Female,College,single,14220,711,722,711,,,,711,722,711,Y
7817,43,Male,Graduate,married,15642,370,3635,718,,,,3612,325,676,Y
7818,32,Female,Graduate,single,24885,18675,20170,20131,duly,duly,delay,720,1035,691,Y
7819,39,Male,College,married,7821,2794,2883,3046,delay,delay,delay,107,117,52,N
7820,43,Female,HighSchool,married,25596,156,100,0,,duly,,73,27,62,N
7821,35,Male,Graduate,single,24885,267,33,36,duly,delay,delay,152,36,36,Y
7822,69,Female,Graduate,married,31995,71,42,307,duly,duly,duly,42,223,110,N
7823,38,Female,College,married,2133,181,69,19,delay,duly,duly,39,0,33,Y
7824,45,Male,College,married,2133,2109,2086,2111,delay,delay,delay,84,43,84,Y
7825,47,Female,College,single,3555,3136,3157,2007,delay,delay,delay,83,91,64,N
7826,39,Female,College,married,5688,3384,2494,2057,duly,duly,duly,133,86,71,Y
7827,25,Male,Graduate,single,7110,64,148,173,duly,duly,duly,74,248,21,Y
7828,31,Female,Graduate,married,16353,0,0,0,,,,0,0,0,N
7829,28,Female,Graduate,married,33417,12652,11981,10909,duly,duly,duly,430,434,359,Y
7830,30,Female,College,married,14931,100,0,0,duly,,,0,0,0,Y
7831,34,Female,Graduate,married,35550,17696,17364,15755,duly,duly,duly,2062,2133,438,Y
7832,38,Female,HighSchool,married,9954,8575,9251,10077,delay,duly,delay,178,960,178,Y
7833,44,Female,HighSchool,married,4266,2194,2116,2079,delay,duly,duly,126,84,83,N
7834,25,Male,College,single,1422,1221,1339,1362,duly,delay,delay,142,32,60,Y
7835,31,Male,College,single,4977,4768,4788,4683,duly,duly,duly,177,192,196,Y
7836,30,Female,College,married,25596,839,-60,6290,duly,,,38,3222,213,Y
7837,37,Female,College,married,17064,15505,13295,13633,duly,duly,duly,578,594,487,Y
7838,26,Male,College,single,2844,788,882,1468,delay,delay,delay,71,320,66,N
7839,46,Female,College,single,3555,3255,3244,3400,duly,duly,duly,149,160,178,Y
7840,29,Female,Graduate,single,14931,14296,10649,10216,duly,duly,duly,523,5691,711,Y
7841,47,Male,Graduate,married,15642,5500,4903,4343,duly,duly,duly,218,168,165,Y
7842,50,Female,College,married,14220,31,25,81,,,,28,37,71,Y
7843,45,Female,College,married,16353,8,66,4,duly,duly,duly,66,8,0,Y
7844,54,Male,HighSchool,single,13509,6503,2660,2250,duly,duly,duly,310,1398,491,Y
7845,29,Male,College,single,2133,2310,2176,2068,delay,delay,delay,0,0,58,N
7846,28,Female,College,single,9243,7002,3674,6011,duly,duly,duly,210,3679,427,Y
7847,36,Female,HighSchool,married,16353,16253,15826,15726,delay,duly,duly,321,589,573,Y
7848,26,Male,College,married,2133,5,-7,14,,,duly,20,14,139,Y
7849,30,Female,HighSchool,single,5688,2664,2437,2112,duly,duly,duly,176,1121,200,Y
7850,32,Male,College,married,30573,89,0,0,delay,,,89,0,0,N
7851,61,Female,College,married,3555,3693,3630,2145,delay,duly,duly,84,114,82,N
7852,28,Female,Graduate,single,17064,9592,9661,7703,duly,duly,duly,375,363,373,Y
7853,42,Male,College,married,711,496,634,671,delay,delay,delay,160,40,53,N
7854,38,Male,HighSchool,single,2133,2160,1967,2071,delay,duly,duly,71,89,58,Y
7855,33,Male,College,married,3555,5172,3496,1184,duly,duly,duly,139,526,36,N
7856,31,Female,College,married,25596,70,70,70,,,,70,70,212,Y
7857,29,Female,College,single,8532,52,42,84,duly,,duly,0,42,0,Y
7858,40,Male,Graduate,single,25596,194,299,109,duly,duly,duly,254,125,177,Y
7859,22,Female,HighSchool,single,3555,3252,1945,974,duly,duly,duly,104,187,27,Y
7860,26,Female,College,married,12798,12949,7231,1054,duly,duly,duly,819,249,89,Y
7861,23,Male,Graduate,single,3555,1209,1292,1311,duly,delay,duly,178,43,107,Y
7862,28,Female,Graduate,single,7821,12018,11865,7941,duly,delay,duly,444,306,315,Y
7863,48,Female,Graduate,married,25596,75,0,56,,,duly,0,25,85,Y
7864,40,Male,HighSchool,single,14220,432,205,111,duly,duly,,418,0,182,Y
7865,42,Female,Graduate,married,22752,14584,10850,4545,duly,duly,duly,640,320,213,Y
7866,33,Female,College,married,12087,32,23,13,duly,duly,duly,23,23,51,Y
7867,49,Female,Graduate,married,31995,0,0,0,,,,0,0,0,Y
7868,25,Male,College,single,17064,4440,4415,4703,duly,duly,duly,158,356,299,Y
7869,33,Male,College,married,4266,2886,2144,2462,duly,duly,duly,178,178,109,Y
7870,23,Male,College,single,3555,1296,1305,1349,delay,duly,duly,46,53,60,N
7871,24,Male,College,single,1422,492,900,654,duly,duly,duly,569,36,212,Y
7872,38,Male,College,married,3555,3533,1370,1338,duly,duly,duly,96,111,249,Y
7873,30,Male,HighSchool,single,15642,1884,346,425,duly,duly,duly,206,474,241,Y
7874,37,Female,College,married,14220,169,72,141,,,,37,164,79,Y
7875,26,Male,College,single,4266,1671,1939,2027,duly,duly,delay,156,117,114,N
7876,58,Female,HighSchool,married,711,575,689,681,duly,duly,duly,82,24,59,Y
7877,44,Male,HighSchool,married,1422,453,579,636,duly,duly,duly,86,29,42,Y
7878,31,Male,College,single,1422,28,42,708,duly,delay,duly,42,29,715,N
7879,43,Female,College,single,3555,1913,1611,1302,duly,duly,duly,99,64,49,Y
7880,36,Female,College,single,10665,9707,10321,9773,duly,duly,duly,483,383,303,N
7881,28,Female,College,married,21330,1609,1375,1591,duly,duly,duly,85,1505,6,Y
7882,25,Female,Graduate,single,31995,0,0,0,,,,0,0,0,Y
7883,40,Male,HighSchool,married,7110,732,85,0,duly,duly,,156,1422,0,Y
7884,42,Male,Graduate,married,15642,89,1796,239,duly,duly,duly,6,1796,182,Y
7885,57,Female,HighSchool,married,7110,7192,7205,7182,duly,duly,duly,284,284,284,Y
7886,34,Male,Graduate,single,17064,635,1735,431,delay,duly,duly,247,1489,1026,Y
7887,38,Female,College,married,5688,79,30,68,duly,duly,duly,22,30,68,N
7888,47,Female,HighSchool,married,6399,6634,6100,3584,delay,delay,duly,146,185,136,N
7889,33,Female,College,single,4977,4772,5094,5029,delay,delay,delay,218,89,281,Y
7890,49,Male,College,single,2133,1931,1592,0,duly,duly,,115,36,0,Y
7891,27,Female,College,single,12798,0,0,0,delay,,,0,0,0,Y
7892,47,Female,Graduate,married,14220,279,-157,-90,delay,delay,,22,7,455,Y
7893,25,Male,College,married,3555,2793,1495,1406,duly,duly,duly,99,71,57,Y
7894,29,Female,Graduate,single,14220,0,723,77,delay,duly,duly,140,583,88,Y
7895,56,Female,College,married,3555,3469,2404,1379,duly,duly,duly,142,107,80,Y
7896,51,Male,Graduate,married,32706,12012,9814,4763,delay,duly,duly,267,270,838,Y
7897,27,Female,HighSchool,married,8532,28,42,31,delay,duly,delay,28,28,44,Y
7898,35,Female,College,married,2133,1848,1889,1823,duly,duly,duly,102,131,103,Y
7899,58,Male,Graduate,married,21330,11322,11437,12160,delay,delay,delay,213,658,462,N
7900,37,Female,College,married,29862,2772,5997,11634,duly,duly,duly,315,6039,427,Y
7901,30,Female,Graduate,single,7110,1295,99,0,duly,duly,,1378,0,0,Y
7902,26,Female,Graduate,single,9954,4528,4188,3617,duly,duly,duly,166,146,127,Y
7903,53,Female,HighSchool,married,3555,2992,3244,3165,delay,delay,delay,213,64,135,N
7904,49,Male,Graduate,single,2133,1812,2041,1456,duly,delay,duly,213,32,107,Y
7905,53,Male,College,single,3555,1365,1420,1435,duly,duly,duly,94,49,50,Y
7906,34,Female,Graduate,married,14220,46,381,3857,delay,duly,duly,111,320,3733,Y
7907,38,Female,College,married,35550,1276,1941,3021,duly,duly,duly,498,249,995,Y
7908,24,Female,College,single,12087,4212,4080,2360,duly,duly,duly,213,533,391,Y
7909,23,Female,College,single,6399,341,703,1362,,,,425,1303,646,Y
7910,22,Female,HighSchool,single,6399,4760,3109,2074,duly,duly,duly,228,154,107,Y
7911,29,Male,College,single,8532,6133,6307,6696,delay,duly,delay,114,366,124,N
7912,42,Male,Graduate,married,14220,-14,-14,88,,,,0,95,66,Y
7913,29,Male,Graduate,single,28440,2106,2447,2487,duly,duly,duly,2392,1500,1572,Y
7914,44,Female,HighSchool,single,711,718,786,743,delay,delay,delay,89,50,24,N
7915,33,Male,College,married,35550,400,475,526,duly,duly,duly,85,118,102,Y
7916,53,Female,College,single,3555,403,556,668,delay,delay,delay,128,92,11,N
7917,34,Female,Graduate,married,14220,1216,533,328,,,,1012,328,214,Y
7918,42,Male,College,married,3555,103,643,1348,duly,duly,duly,36,688,54,Y
7919,53,Male,College,married,5688,443,0,0,duly,,,36,0,0,N
7920,27,Male,College,single,7821,7417,7578,7541,duly,duly,duly,427,320,284,Y
7921,43,Female,HighSchool,married,12798,6322,3460,3338,,duly,duly,1743,129,122,Y
7922,44,Male,HighSchool,married,9243,559,0,0,duly,,,0,0,0,Y
7923,26,Female,College,single,12798,714,1042,521,duly,duly,duly,342,219,394,Y
7924,34,Female,Graduate,single,19197,4339,2267,1257,duly,delay,duly,143,1209,0,Y
7925,43,Female,HighSchool,single,9954,10046,8975,6518,duly,duly,duly,381,314,284,Y
7926,22,Female,College,single,711,665,564,523,duly,duly,duly,79,51,192,Y
7927,26,Female,College,single,10665,1672,151,-27,duly,delay,duly,79,0,0,Y
7928,28,Female,College,married,25596,0,0,0,delay,,,0,0,0,Y
7929,32,Female,College,single,6399,1997,2060,2183,delay,delay,duly,117,71,94,N
7930,32,Female,College,married,7110,2105,1388,1430,duly,duly,duly,144,876,178,Y
7931,24,Female,Graduate,single,3555,2761,1936,350,duly,duly,duly,1163,822,518,Y
7932,33,Female,Graduate,single,14931,58,179,744,duly,duly,duly,144,686,131,Y
7933,28,Female,Graduate,single,22752,0,43,232,delay,duly,duly,43,21,228,N
7934,37,Male,College,married,2844,773,881,1158,duly,delay,duly,107,142,178,Y
7935,37,Male,College,single,2133,1951,2047,552,delay,delay,duly,132,204,0,N
7936,27,Female,College,single,14220,19,19,19,,,,19,19,9,Y
7937,25,Female,Graduate,single,10665,9596,9994,10551,duly,delay,delay,469,569,370,N
7938,28,Female,College,single,7821,2553,2786,3015,duly,duly,duly,142,178,142,N
7939,40,Male,HighSchool,married,3555,2686,2849,2968,delay,duly,duly,121,124,114,Y
7940,33,Female,Graduate,single,9243,449,348,665,duly,duly,duly,505,647,173,Y
7941,25,Female,College,married,1422,1382,1294,763,delay,duly,duly,43,178,36,N
7942,44,Female,College,married,31284,4024,979,3121,duly,,,711,2757,1005,Y
7943,26,Female,College,single,21330,747,455,512,duly,duly,duly,437,362,32,N
7944,42,Male,Graduate,married,2133,1415,1539,1575,delay,delay,duly,107,33,107,N
7945,36,Female,College,married,13509,13216,12156,11237,duly,duly,duly,476,425,407,Y
7946,29,Male,Graduate,single,1422,1497,1430,1423,duly,duly,duly,132,92,89,Y
7947,56,Male,HighSchool,married,7110,812,938,1016,duly,duly,duly,91,53,43,Y
7948,31,Female,Graduate,single,5688,667,684,217,duly,duly,delay,690,367,476,Y
7949,26,Female,Graduate,single,19197,14610,12792,10616,duly,duly,duly,440,378,288,Y
7950,44,Male,College,single,711,630,673,610,duly,duly,duly,84,42,5,Y
7951,46,Female,Graduate,married,3555,365,191,50,delay,duly,duly,68,181,0,Y
7952,23,Female,College,single,3555,2925,2328,2064,duly,duly,duly,109,74,90,Y
7953,24,Male,College,single,1422,1453,1388,1381,delay,delay,delay,0,93,50,Y
7954,33,Female,College,married,1422,1010,631,0,duly,duly,,80,71,0,Y
7955,28,Male,College,single,16353,46,23,76,duly,duly,duly,46,23,123,Y
7956,46,Female,College,married,5688,5462,2592,2646,duly,duly,duly,228,213,213,Y
7957,40,Male,College,married,4266,4132,3435,1219,duly,duly,duly,174,107,71,N
7958,52,Male,College,single,22752,218,56,28,duly,duly,duly,206,56,1412,Y
7959,29,Male,College,married,711,689,517,28,duly,duly,duly,178,71,0,Y
7960,47,Female,College,married,5688,34,94,89,,,,23,108,276,N
7961,45,Female,Graduate,married,4977,240,137,74,delay,delay,duly,123,74,0,N
7962,35,Male,College,married,27729,1745,3401,4794,duly,duly,duly,1163,3028,691,Y
7963,30,Female,College,single,12798,1345,1255,1609,duly,duly,duly,108,543,512,Y
7964,31,Female,College,married,3555,3667,1895,1307,duly,duly,duly,284,213,356,Y
7965,30,Female,College,married,3555,191,199,219,delay,duly,duly,214,412,0,Y
7966,22,Female,College,married,3555,2862,3021,3251,duly,duly,delay,134,207,71,Y
7967,23,Male,College,single,5688,4519,739,0,duly,duly,,121,0,0,Y
7968,37,Female,Graduate,married,34839,4071,18068,2192,duly,duly,duly,12532,202,3765,Y
7969,30,Male,Graduate,married,28440,1005,2564,427,duly,duly,,1526,367,437,Y
7970,38,Female,Graduate,single,1422,287,404,392,duly,delay,delay,105,0,36,N
7971,22,Female,College,single,1422,1183,1288,1350,duly,duly,delay,107,83,36,Y
7972,44,Female,College,married,4977,4778,3429,1967,duly,duly,duly,231,89,142,Y
7973,37,Female,College,married,14931,1970,323,399,duly,,,1156,300,111,N
7974,44,Female,College,married,10665,4176,1401,1044,duly,duly,duly,576,0,0,Y
7975,40,Female,HighSchool,married,24174,12880,11691,10498,duly,duly,duly,640,462,370,Y
7976,36,Female,Graduate,married,21330,65,30,16,,,,76,16,0,Y
7977,35,Male,Graduate,married,41238,328,165,241,,duly,duly,62,206,76,Y
7978,31,Female,Graduate,single,17064,4741,5047,5683,duly,duly,delay,255,391,284,Y
7979,38,Male,College,single,5688,5332,4679,3115,duly,duly,duly,320,213,234,Y
7980,26,Male,College,single,12798,9036,7052,7015,duly,duly,duly,267,247,200,Y
7981,31,Male,Graduate,single,5688,2724,1133,534,duly,duly,duly,714,19,232,Y
7982,28,Female,Graduate,single,14220,14309,13165,11801,delay,duly,duly,321,486,397,N
7983,22,Female,College,single,1422,604,564,651,delay,delay,duly,0,16,84,N
7984,54,Female,Graduate,married,14931,1224,1144,323,duly,duly,duly,178,112,108,Y
7985,31,Female,Graduate,single,16353,5829,6101,4411,duly,duly,duly,292,193,159,Y
7986,40,Female,College,married,3555,3240,2996,1241,duly,duly,duly,249,44,129,Y
7987,22,Male,College,single,1422,1194,2003,951,duly,duly,duly,96,77,36,Y
7988,30,Female,Graduate,single,14220,243,277,79,duly,duly,duly,284,124,214,Y
7989,28,Male,Graduate,single,14220,46,148,336,,,,151,336,35,Y
7990,42,Female,College,married,9243,0,27,0,delay,duly,,16,11,0,N
7991,25,Female,College,married,4266,2566,2649,2786,duly,delay,duly,128,128,105,N
7992,32,Female,College,married,12798,476,1088,-7,duly,duly,,284,533,0,Y
7993,30,Male,College,married,2133,940,550,166,,,,827,642,0,Y
7994,29,Male,College,single,3555,3164,3303,3421,duly,duly,duly,180,142,142,Y
7995,34,Female,Graduate,single,25596,6852,7027,6737,duly,duly,duly,292,285,245,Y
7996,29,Female,Graduate,married,35550,349,286,-11,,,,196,226,107,Y
7997,39,Male,College,single,3555,3403,3478,3562,duly,duly,duly,139,131,141,Y
7998,22,Female,College,single,3555,0,30,22,,,,0,30,22,Y
7999,29,Female,Graduate,married,5688,861,411,0,,,,1122,0,0,Y
8000,30,Female,College,single,14931,3310,3657,3744,duly,delay,delay,254,72,231,Y
8001,31,Female,Graduate,single,14931,0,277,694,,,,171,616,281,Y
8002,24,Female,College,single,3555,3047,3190,3341,duly,duly,duly,135,124,203,Y
8003,26,Female,College,married,9243,4787,4622,0,duly,duly,,4728,0,0,Y
8004,47,Male,Graduate,single,17064,89,0,0,delay,,,0,0,0,N
8005,45,Male,Graduate,married,27729,12999,9359,6766,delay,duly,duly,213,302,267,N
8006,36,Female,Graduate,single,24174,6323,5844,5609,duly,duly,duly,320,3406,177,Y
8007,26,Female,Graduate,single,711,344,337,647,duly,duly,duly,186,213,24,Y
8008,35,Male,College,married,22752,768,832,687,duly,duly,duly,111,75,20,Y
8009,29,Male,HighSchool,married,5688,3068,3232,3733,duly,duly,duly,144,167,434,Y
8010,33,Female,College,married,4977,3444,2075,644,duly,duly,duly,131,219,287,Y
8011,44,Male,College,married,7821,7846,7683,7648,duly,duly,duly,409,320,309,Y
8012,40,Male,College,married,5688,3079,2365,1598,duly,duly,duly,112,67,49,Y
8013,27,Female,College,single,10665,0,0,66,delay,,duly,0,25,83,Y
8014,36,Female,College,single,14220,193,0,35,duly,,,145,0,35,Y
8015,44,Male,HighSchool,married,7110,28,28,28,duly,duly,duly,14,28,28,N
8016,29,Male,Graduate,single,3555,413,561,578,delay,delay,delay,92,28,28,Y
8017,33,Female,Graduate,single,14931,0,0,0,,,,0,0,0,Y
8018,34,Male,Graduate,single,15642,756,505,8191,duly,duly,duly,345,4605,0,Y
8019,44,Male,College,married,4977,3809,3970,4091,delay,delay,delay,185,89,142,N
8020,22,Female,College,single,1422,95,59,0,duly,duly,,66,0,0,N
8021,35,Female,College,married,17775,13791,14457,15681,delay,delay,delay,604,711,625,Y
8022,38,Male,College,single,4977,4673,653,2109,duly,duly,duly,580,1141,78,Y
8023,55,Female,College,married,3555,1829,1134,1259,duly,duly,duly,329,394,342,Y
8024,27,Male,Graduate,single,21330,0,0,0,,,,0,0,0,Y
8025,33,Female,Graduate,single,14220,618,6122,10788,duly,duly,duly,807,5963,2133,N
8026,24,Male,College,single,3555,236,312,703,duly,duly,duly,315,36,703,Y
8027,50,Male,College,married,16353,6775,4025,4192,duly,duly,duly,216,145,150,N
8028,39,Male,HighSchool,single,1422,1679,847,1204,duly,duly,duly,249,462,131,Y
8029,42,Male,Graduate,married,12798,23,23,35,duly,duly,duly,23,35,12,Y
8030,31,Female,Graduate,single,24174,8224,20903,19793,duly,duly,duly,6221,4094,747,Y
8031,34,Female,College,married,25596,548,46,0,duly,duly,,88,0,16,Y
8032,55,Male,HighSchool,married,3555,28,28,28,duly,duly,duly,28,28,28,Y
8033,44,Male,College,married,17064,-1390,-283,271,,,duly,818,592,36,Y
8034,54,Male,Graduate,married,35550,35179,34497,34390,duly,duly,duly,1306,1251,1351,Y
8035,34,Male,College,single,10665,15162,336,131,duly,duly,duly,750,97,127,Y
8036,39,Female,College,married,3555,0,79,28,delay,,duly,0,93,28,Y
8037,34,Female,HighSchool,single,2133,709,752,0,duly,duly,,935,207,0,Y
8038,37,Female,HighSchool,married,2133,1976,1880,678,delay,delay,duly,118,14,12,Y
8039,24,Male,HighSchool,single,4266,1774,1235,687,duly,duly,duly,111,53,707,Y
8040,47,Male,College,married,35550,1291,657,1686,duly,duly,duly,1096,608,1797,Y
8041,26,Female,College,married,5688,1990,2032,2151,delay,delay,delay,64,128,85,N
8042,24,Female,College,single,7110,6015,5519,5399,duly,duly,duly,210,213,203,Y
8043,28,Female,Graduate,single,7110,45,51,56,duly,duly,duly,51,56,91,N
8044,31,Male,College,married,35550,2432,1759,1381,duly,duly,duly,102,72,46,Y
8045,29,Male,HighSchool,single,9243,4754,5120,5436,duly,duly,duly,266,310,204,Y
8046,41,Female,College,single,17775,10,128,207,duly,duly,duly,129,72,268,Y
8047,33,Male,Graduate,single,17775,1044,-288,-675,duly,duly,,475,3,1266,Y
8048,49,Male,College,single,2133,2068,1707,1517,duly,duly,duly,114,82,65,Y
8049,33,Female,Graduate,single,15642,35,79,80,delay,duly,duly,38,114,183,Y
8050,54,Male,HighSchool,married,3555,1414,1425,1436,delay,delay,duly,107,52,57,N
8051,42,Female,Graduate,married,35550,0,60,240,delay,duly,duly,60,240,27,Y
8052,43,Male,Graduate,married,21330,0,0,0,delay,,,0,0,0,N
8053,46,Female,College,single,15642,7553,8021,6737,duly,duly,duly,391,307,269,Y
8054,42,Female,College,married,24174,16057,12533,8665,duly,duly,duly,612,338,296,Y
8055,29,Female,College,single,7110,5783,5363,7850,duly,duly,duly,234,247,200,Y
8056,27,Female,College,single,2133,2127,2147,1628,duly,delay,duly,124,0,0,Y
8057,23,Female,College,single,5688,508,540,384,duly,duly,duly,332,238,275,Y
8058,35,Female,Graduate,single,18486,1629,3437,2909,duly,duly,duly,1407,109,94,Y
8059,42,Male,College,married,12798,1947,2091,2201,delay,duly,duly,106,94,85,N
8060,30,Female,College,married,4266,4263,4204,4262,delay,duly,duly,231,107,107,N
8061,58,Male,College,married,13509,9771,9079,8291,delay,duly,duly,443,238,301,Y
