ID,CRE,BILL_1,BILL_2,BILL_3,STA_1,STA_2,STA_3,AMT_1,AMT_2,AMT_3
10708,22752,1423,647,2264,,,duly,1341,1795,965
10709,711,524,969,320,duly,duly,duly,114,19,0
10710,14220,0,0,1279,,,duly,0,0,1499
10711,3555,4489,2816,1326,duly,duly,duly,174,71,249
10712,12798,8373,8734,9148,duly,duly,duly,391,356,391
10713,7110,6811,6658,6721,duly,duly,duly,327,244,277
10714,4266,127,0,90,,,duly,0,49,159
10715,4977,3900,3025,2412,duly,duly,duly,122,113,82
10716,17064,15478,11263,16373,duly,duly,duly,1010,7998,612
10717,11376,7842,7360,7023,duly,duly,duly,391,288,273
10718,29862,795,362,319,,,duly,800,209,1351
10719,11376,0,0,0,,,duly,0,0,0
10720,5688,2931,4694,3269,duly,delay,duly,216,57,128
10721,7821,4314,4427,3586,duly,duly,duly,1249,137,180
10722,16353,77,60,-11,delay,delay,duly,53,18,0
10723,53325,681,28458,28812,delay,duly,duly,23143,675,14969
10724,12087,7067,12257,13383,duly,duly,duly,11121,460,370
10725,9954,5721,6397,6376,delay,delay,delay,660,124,110
10726,30573,186,304,208,,duly,duly,434,209,46
10727,10665,21,34,58,duly,duly,duly,21,39,327
10728,711,666,455,534,delay,duly,duly,53,142,142
10729,17064,2529,1689,578,duly,delay,duly,356,662,114
10730,1422,942,1329,1263,duly,duly,duly,356,32,36
10731,18486,11,11,89,delay,delay,duly,0,89,0
10732,13509,7471,7171,6456,duly,duly,duly,836,424,897
10733,9243,4199,1829,11,delay,delay,duly,142,112,114
10734,9243,19,19,24,duly,duly,duly,19,9,33
10735,5688,5890,5032,4294,delay,delay,duly,71,110,156
10736,9243,0,0,0,delay,,duly,0,0,0
10737,25596,8712,9346,9616,duly,duly,duly,427,459,295
10738,12087,71,18,40,delay,delay,duly,0,43,29
10739,9954,188,29,0,duly,duly,duly,14,29,0
10740,12087,12013,11600,11752,delay,delay,duly,462,213,643
10741,14220,2334,467,1062,duly,duly,duly,2314,199,1020
10742,711,831,817,351,duly,delay,duly,108,26,11
10743,25596,767,-1,238,duly,,duly,173,117,123
10744,2133,50,71,100,duly,delay,duly,36,65,14
10745,2133,44,175,186,duly,,duly,139,180,154
10746,7821,7608,6507,5125,duly,duly,duly,292,195,105
10747,10665,1033,662,965,duly,duly,duly,167,392,316
10748,1422,1060,1182,1260,duly,duly,duly,102,57,71
10749,4977,5134,3067,2015,duly,duly,delay,178,203,43
10750,11376,28,28,28,duly,duly,duly,28,28,28
10751,4977,5069,5015,5069,duly,duly,duly,199,203,206
10752,2133,1038,1159,1207,duly,duly,duly,90,43,57
10753,6399,6062,6414,6181,duly,delay,duly,398,114,231
10754,26307,1042,1523,1414,duly,duly,duly,727,2164,0
10755,17064,-4,174,100,delay,duly,duly,128,86,62
10756,1422,1177,705,94,duly,duly,duly,96,71,0
10757,2133,2006,2072,2197,duly,delay,delay,250,142,53
10758,19908,728,523,1852,,,duly,453,632,1731
10759,2133,1862,2788,1971,duly,duly,delay,107,149,80
10760,30573,2015,1669,1702,,,duly,3525,1670,31
10761,22752,160,50,105,duly,duly,duly,47,195,77
10762,17064,7802,8021,8113,duly,duly,delay,387,433,142
10763,21330,11882,9753,9298,duly,duly,duly,463,356,391
10764,7110,7378,6113,5022,delay,duly,duly,125,233,196
10765,16353,9130,12502,8312,duly,duly,duly,4985,497,263
10766,18486,14715,12543,13096,duly,duly,duly,521,480,515
10767,10665,469,63,14,duly,duly,duly,38,71,0
10768,5688,4270,3689,3302,duly,duly,delay,195,282,1
10769,35550,343,503,602,,,duly,337,691,496
10770,13509,9543,8077,6999,delay,duly,duly,491,259,414
10771,24885,1720,-259,10473,delay,,duly,131,67,10665
10772,6399,2761,2755,1998,duly,delay,duly,306,14,71
10773,2844,42,42,28,delay,delay,duly,0,42,0
10774,17775,10597,10830,11242,duly,delay,duly,640,395,381
10775,4977,3182,3238,3435,delay,delay,delay,139,132,139
10776,14931,23,23,23,duly,duly,duly,23,23,23
10777,12798,6564,0,0,duly,,duly,0,0,0
10778,5688,1008,1060,1129,delay,delay,duly,110,45,57
10779,11376,448,63,34,duly,duly,duly,130,34,11
10780,7110,2361,2506,2599,delay,delay,delay,145,160,110
10781,9954,235,337,0,duly,delay,duly,178,0,98
10782,5688,2967,3987,3338,duly,duly,duly,2405,143,142
10783,1422,868,988,1067,duly,duly,duly,128,71,43
10784,9243,139,0,0,duly,,duly,36,0,0
10785,4266,2715,3036,1897,duly,delay,delay,291,57,39
10786,14931,8731,8886,7339,duly,duly,duly,1426,320,356
10787,20619,14508,15619,16430,duly,duly,duly,960,711,533
10788,2133,1433,1661,1956,duly,delay,delay,191,190,73
10789,20619,1543,850,1300,duly,duly,duly,1430,1269,880
10790,10665,17502,13557,9559,duly,duly,duly,1960,7110,4444
10791,2844,2392,2579,2119,duly,duly,duly,160,80,89
10792,9243,4266,0,0,duly,,duly,0,0,0
10793,17064,12819,11018,8115,delay,duly,duly,385,398,757
10794,3555,3823,2232,1025,duly,duly,duly,161,114,83
10795,15642,39,44,251,duly,duly,duly,29,158,266
10796,6399,395,27,1217,duly,,duly,675,525,856
10797,3555,1893,2049,2224,duly,duly,delay,107,160,107
10798,8532,1561,1736,1844,delay,duly,duly,107,107,71
10799,18486,14005,12815,11284,duly,duly,duly,443,463,427
10800,14220,7034,10221,7202,duly,duly,duly,7147,533,284
10801,5688,2023,77,1940,,,duly,1846,1495,896
10802,24885,15657,17058,19312,duly,duly,duly,556,1584,1758
10803,25596,15426,13119,13520,duly,duly,duly,545,491,462
10804,14220,1357,405,2469,,,duly,3124,4449,829
10805,5688,4910,5345,3872,duly,duly,duly,889,284,213
10806,20619,19233,19661,14994,duly,duly,duly,782,533,427
10807,18486,18,22,127,duly,duly,duly,27,36,230
10808,5688,63,856,278,duly,duly,duly,716,267,316
10809,14220,5324,5498,5735,delay,delay,delay,302,196,107
10810,12798,5538,3330,3475,duly,duly,duly,134,126,138
10811,11376,209,576,37,duly,duly,duly,28,576,37
10812,3555,360,61,614,duly,duly,duly,71,64,818
10813,16353,155,0,176,duly,,duly,84,147,82
10814,2133,878,608,1262,delay,duly,duly,632,1011,445
10815,2133,1541,1647,1682,delay,delay,duly,89,32,78
10816,22041,97,0,12,,,duly,0,0,27
10817,16353,244,226,448,duly,duly,duly,172,276,830
10818,25596,1362,1020,480,duly,duly,duly,1039,453,396
10819,5688,5505,5403,5619,duly,delay,delay,249,249,178
10820,14220,4726,3523,1438,duly,duly,duly,606,243,462
10821,9243,7351,4768,2107,duly,duly,duly,265,113,83
10822,4977,588,757,811,duly,duly,duly,107,78,39
10823,12798,339,624,471,duly,duly,duly,594,505,335
10824,23463,6979,7130,7054,duly,duly,duly,518,270,249
10825,10665,-110,511,186,delay,duly,duly,282,371,258
10826,25596,55,42,28,duly,delay,duly,42,14,28
10827,2133,1425,1611,1719,duly,delay,delay,146,107,36
10828,3555,817,968,997,duly,duly,delay,91,43,50
10829,14220,10325,6128,2194,duly,duly,duly,309,108,421
10830,31995,49,247,70,,,duly,218,35,327
10831,7110,3753,5117,4886,duly,delay,delay,1067,0,96
10832,16353,1213,228,291,duly,duly,duly,1318,224,237
10833,3555,2592,1080,850,duly,duly,duly,142,112,71
10834,1422,1134,903,843,duly,duly,duly,96,30,20
10835,20619,62,87,309,duly,duly,duly,58,171,353
10836,4266,3825,3975,4085,duly,duly,delay,183,249,71
10837,9954,9280,4498,3240,duly,duly,duly,255,134,196
10838,15642,14857,15416,9457,duly,duly,duly,643,451,387
10839,19908,73,120,91,duly,duly,duly,84,97,100
10840,2133,1818,1967,2065,duly,duly,duly,133,87,39
10841,3555,4579,2985,2113,duly,duly,duly,213,128,89
10842,25596,0,0,0,delay,,duly,0,0,0
10843,6399,4475,3549,2500,duly,duly,duly,160,197,89
10844,11376,10854,6861,7027,delay,delay,duly,159,285,269
10845,9243,1549,1658,1688,delay,delay,delay,124,71,71
10846,24885,0,0,0,,,duly,0,0,0
10847,17064,273,13,110,delay,delay,delay,39,52,44
10848,7110,5022,5229,5447,duly,duly,duly,186,192,207
10849,1422,1044,1128,1243,duly,duly,duly,213,107,71
10850,11376,55,55,69,delay,duly,duly,69,41,55
10851,4266,4098,4103,2032,duly,duly,duly,228,124,96
10852,4977,2956,3109,3232,delay,duly,delay,71,127,128
10853,15642,811,472,377,delay,,duly,759,414,553
10854,24885,2075,2132,2346,duly,duly,duly,178,178,142
10855,2133,2363,2230,2013,duly,duly,duly,175,82,1258
10856,5688,82,864,37,duly,duly,duly,517,369,606
10857,3555,29,33,15,delay,duly,duly,107,107,107
10858,19908,2315,2447,1778,duly,delay,duly,156,28,38
10859,12798,8471,8671,8132,duly,duly,duly,427,327,275
10860,12798,1800,220,2428,,,duly,1916,543,2185
10861,8532,8340,5459,5496,duly,duly,delay,347,331,132
10862,1422,1223,1313,1355,duly,duly,delay,92,64,71
10863,23463,0,0,0,delay,,duly,0,0,0
10864,1422,66,571,256,duly,duly,duly,319,10,28
10865,6399,5463,3530,2007,duly,duly,duly,197,85,71
10866,21330,871,808,0,,,duly,89,38,1819
10867,3555,590,608,650,delay,delay,delay,43,39,12
10868,1422,1407,1434,1442,duly,duly,duly,132,82,96
10869,1422,1242,1373,1416,duly,duly,duly,213,178,63
10870,3555,1983,2067,2116,delay,delay,delay,107,43,142
10871,35550,278,3751,2057,duly,duly,duly,2343,65,1021
10872,11376,11129,8155,4630,duly,duly,duly,468,186,160
10873,5688,4780,3092,2056,duly,duly,duly,130,142,142
10874,7821,7569,7487,6423,duly,delay,duly,380,320,320
10875,35550,978,94,-15,,,duly,122,0,0
10876,711,701,723,725,delay,delay,duly,93,14,39
10877,2133,2170,2079,1746,duly,duly,duly,123,73,43
10878,17064,757,588,730,duly,duly,duly,370,863,530
10879,35550,1120,1338,307,duly,duly,duly,213,107,138
10880,27729,12726,10458,8661,delay,delay,duly,284,339,263
10881,3555,11,11,34,delay,delay,delay,0,0,1569
10882,31995,-274,-408,-408,,,duly,70,0,0
10883,23463,15,35,16,duly,duly,duly,26,32,0
10884,16353,161,146,140,delay,duly,duly,77,140,76
10885,43371,29237,29651,30751,duly,delay,duly,1173,1151,1778
10886,14220,384,185,0,duly,duly,duly,300,22,0
10887,4266,1252,748,1493,duly,delay,duly,143,61,1538
10888,4266,359,512,655,duly,duly,duly,100,78,82
10889,711,541,544,329,duly,duly,duly,89,126,241
10890,14220,9919,10774,11587,duly,delay,delay,655,711,145
10891,14931,628,-305,-305,,,delay,89,0,0
10892,28440,3372,3507,3651,duly,duly,duly,136,127,132
10893,4977,666,723,815,delay,delay,duly,43,88,51
10894,21330,1617,957,915,duly,duly,duly,119,117,356
10895,3555,1506,1603,1410,duly,duly,duly,107,52,60
10896,4977,428,400,175,duly,duly,duly,169,143,0
10897,19197,409,155,81,duly,duly,duly,74,40,0
10898,12798,46,0,43,delay,,duly,46,43,0
10899,12798,1307,1119,0,duly,delay,duly,1346,7,0
10900,6399,6243,5949,3522,duly,duly,duly,256,164,178
10901,14931,42,762,0,delay,duly,duly,763,0,0
10902,3555,2681,2826,2950,duly,duly,duly,116,111,108
10903,35550,3068,-15,3130,,,duly,2418,1528,1940
10904,27018,0,72,159,delay,,duly,0,72,170
10905,8532,14,28,0,duly,duly,duly,28,0,0
10906,3555,90,1252,601,duly,duly,duly,646,12,599
10907,7110,1890,3189,273,duly,duly,duly,763,117,682
10908,16353,23,23,23,,,duly,23,23,23
10909,29862,136,-131,431,,,duly,2,280,178
10910,12087,27,0,68,,,duly,0,68,0
10911,711,685,720,704,delay,delay,delay,57,18,36
10912,19908,2545,2830,3174,duly,duly,duly,178,178,398
10913,19908,682,592,22,duly,duly,duly,243,555,124
10914,6399,6319,3285,0,duly,duly,duly,338,0,0
10915,14220,259,597,1147,duly,duly,duly,285,534,534
10916,1422,35,14,716,delay,delay,duly,0,114,628
10917,3555,3172,2075,1611,duly,duly,duly,444,160,1916
10918,17064,0,0,0,delay,,delay,0,0,0
10919,4977,979,1048,1121,duly,delay,duly,128,71,142
10920,1422,1188,1318,1376,duly,duly,duly,117,71,27
10921,9243,-1,119,69,delay,duly,duly,120,36,69
10922,1422,1180,1345,1378,duly,delay,delay,178,57,57
10923,4266,4299,4257,1382,delay,duly,duly,192,110,61
10924,1422,555,373,0,duly,duly,duly,73,373,0
10925,12798,886,928,1566,duly,duly,duly,1090,771,2138
10926,3555,7885,4558,707,duly,duly,duly,480,160,107
10927,711,45,235,46,delay,duly,duly,46,212,46
10928,711,1,1,1,duly,duly,duly,0,0,50
10929,3555,2211,2004,1988,duly,duly,duly,126,95,84
10930,17064,3649,162,598,duly,,duly,0,269,223
10931,5688,4870,5046,5305,duly,duly,duly,203,213,338
10932,4977,350,156,352,duly,delay,duly,71,184,71
10933,25596,717,1085,1229,duly,duly,duly,692,203,54
10934,16353,1192,408,906,duly,duly,duly,1291,480,650
10935,9243,6165,6309,6566,delay,delay,delay,324,249,256
10936,4977,11,11,29,duly,duly,duly,11,16,31
10937,8532,4651,4399,3938,duly,duly,duly,196,178,160
10938,29862,30775,27736,25128,delay,duly,duly,572,962,4354
10939,3555,115,718,326,duly,duly,duly,329,363,81
10940,7821,1417,1275,977,duly,duly,duly,100,59,32
10941,18486,1379,1547,1932,duly,duly,duly,213,271,169
10942,11376,142,300,291,,,duly,298,314,186
10943,14220,639,84,1178,duly,duly,duly,279,592,669
10944,11376,475,438,421,duly,duly,duly,325,438,421
10945,2133,1397,1412,1376,duly,delay,delay,164,82,32
10946,3555,3389,2581,2029,duly,duly,duly,122,71,142
10947,22041,2325,1457,274,,,duly,659,746,255
10948,2133,173,447,713,duly,duly,duly,142,142,142
10949,5688,4599,4874,4461,delay,delay,delay,178,114,219
10950,4977,5195,4292,3408,duly,duly,duly,253,373,131
10951,2133,2129,2140,0,delay,delay,delay,121,0,0
10952,5688,1359,440,164,duly,duly,delay,781,145,145
10953,25596,2358,1263,567,duly,duly,duly,85,142,0
10954,711,629,666,677,delay,duly,duly,81,52,27
10955,711,699,698,594,duly,duly,duly,81,23,30
10956,23463,1628,3748,7370,duly,duly,duly,732,3372,5333
10957,1422,1027,1022,1063,duly,duly,duly,142,213,480
10958,28440,283,4643,240,duly,duly,duly,3568,1389,57
10959,25596,29,29,29,delay,delay,duly,44,30,36
10960,20619,989,395,282,duly,duly,duly,606,485,269
10961,2133,1863,1991,2063,delay,delay,delay,88,110,39
10962,12798,654,406,1274,,,duly,248,1885,1334
10963,17775,0,1879,178,,,duly,934,124,563
10964,2133,2050,1992,982,duly,duly,duly,110,30,0
10965,6399,2935,3104,3335,duly,duly,duly,146,160,142
10966,22041,13835,13178,12449,duly,duly,duly,573,721,408
10967,4977,5079,3074,531,duly,duly,duly,218,107,107
10968,36261,150,359,164,duly,duly,duly,202,6,115
10969,1422,882,899,933,delay,delay,delay,71,39,53
10970,3555,2005,2077,2092,duly,duly,duly,122,83,71
10971,1422,1344,1398,1389,duly,duly,duly,93,50,61
10972,1422,511,634,684,delay,duly,delay,46,58,30
10973,7821,5760,3240,3081,duly,duly,duly,213,184,179
10974,1422,1246,1270,1286,delay,delay,delay,78,28,50
10975,7110,487,24,35,duly,duly,duly,36,24,192
10976,18486,5783,3704,3904,duly,duly,duly,151,142,166
10977,15642,439,367,294,duly,delay,duly,213,107,144
10978,22041,12975,11194,9063,duly,duly,duly,428,311,312
10979,5688,47,71,38,duly,duly,duly,71,24,30
10980,5688,4897,5100,5281,duly,duly,duly,224,164,174
10981,25596,167,0,2,duly,,duly,109,51,49
10982,35550,156,140,152,,,duly,0,264,31
10983,18486,9644,6004,5653,duly,delay,duly,356,214,249
10984,2133,1980,1960,2002,duly,duly,duly,142,69,142
10985,14220,1244,320,1014,delay,duly,duly,1422,953,203
10986,3555,1829,1980,2072,duly,duly,duly,128,107,92
10987,4266,1636,1781,1326,duly,duly,duly,124,75,49
10988,28440,7,-3,36,duly,,duly,4,0,78
10989,5688,3251,3559,3630,duly,delay,delay,249,142,178
10990,11376,2019,74,108,,delay,duly,176,135,0
10991,2133,655,639,789,duly,duly,duly,886,357,14
10992,31995,15435,9401,2579,duly,duly,duly,7643,4511,3933
10993,8532,650,536,325,duly,duly,duly,325,569,240
10994,27018,8011,1529,7047,duly,duly,duly,253,4,7848
10995,14220,583,324,780,duly,delay,duly,487,321,719
10996,25596,0,0,0,delay,,duly,0,0,0
10997,1422,1084,1222,1295,delay,duly,delay,103,82,53
10998,35550,22496,18726,16580,duly,duly,duly,529,8526,526
10999,711,91,509,659,,duly,delay,213,107,71
11000,4266,2290,2954,2944,duly,delay,delay,455,0,185
11001,3555,3621,0,370,duly,,duly,85,0,370
11002,4266,2037,2087,1975,duly,duly,duly,376,70,68
11003,1422,1246,1400,1361,duly,delay,duly,234,290,107
11004,2133,28,65,82,duly,duly,duly,28,51,56
11005,2133,1962,1973,1927,duly,duly,duly,104,89,72
11006,10665,2797,2875,3037,duly,delay,duly,142,142,142
11007,31995,9378,9310,9906,delay,delay,duly,168,649,758
11008,1422,328,291,242,duly,duly,duly,73,38,13
11009,5688,5662,5814,3481,delay,delay,duly,281,68,128
11010,9954,9695,8886,9488,duly,duly,duly,338,356,551
11011,10665,182,131,4263,duly,duly,duly,176,2212,213
11012,32706,5546,5452,5956,duly,duly,duly,535,285,712
11013,7110,7321,6997,7007,delay,duly,duly,147,269,238
11014,1422,205,156,269,delay,duly,duly,104,52,217
11015,3555,3292,3446,2990,duly,duly,duly,128,153,93
11016,1422,1333,1472,834,duly,delay,delay,231,356,897
11017,4977,4763,4783,2060,delay,delay,duly,284,44,81
11018,2133,275,0,0,duly,,duly,71,0,0
11019,3555,75,75,75,delay,delay,delay,0,0,0
11020,21330,276,189,246,duly,duly,duly,221,227,130
11021,35550,1388,824,1324,duly,duly,duly,252,838,711
11022,29151,1942,1762,2943,duly,duly,delay,189,462,885
11023,3555,1877,2011,2099,duly,delay,delay,114,142,85
11024,3555,3028,1376,1249,duly,duly,duly,147,89,142
11025,25596,0,0,0,,,duly,0,0,0
11026,14931,2916,3018,3170,duly,duly,duly,142,126,162
11027,7110,7152,6141,5157,delay,duly,duly,140,196,213
11028,13509,13400,13437,13725,duly,duly,delay,611,831,256
11029,3555,1744,1825,1849,delay,delay,delay,100,75,69
11030,22041,8944,8940,9609,duly,duly,duly,392,534,463
11031,29151,463,703,613,duly,duly,duly,554,300,1256
11032,2133,2185,2143,2092,delay,delay,duly,71,119,107
11033,18486,137,512,64,duly,duly,duly,472,145,98
11034,3555,1867,444,442,duly,delay,duly,124,107,71
11035,35550,19257,18371,17485,duly,duly,duly,731,643,622
11036,9243,3937,0,0,duly,,delay,59,0,0
11037,3555,1898,1943,1875,duly,duly,duly,117,100,85
11038,19908,1891,1443,1328,duly,duly,duly,117,71,50
11039,4266,609,825,1227,duly,duly,duly,124,222,60
11040,10665,10211,8786,7736,duly,duly,duly,541,498,818
11041,9243,1864,3390,5732,duly,duly,duly,711,1422,356
11042,18486,1772,462,249,duly,duly,duly,410,1225,148
11043,17064,0,0,0,,,delay,0,0,0
11044,16353,1917,348,1314,,,duly,360,244,1529
11045,7110,27,11,0,delay,duly,duly,38,0,0
11046,19197,22075,20322,6636,duly,duly,duly,818,604,320
11047,20619,9435,9834,10839,delay,duly,duly,338,350,978
11048,17064,2638,772,3570,duly,duly,duly,321,232,4799
11049,3555,332,296,221,,,duly,337,275,198
11050,5688,5425,5073,4515,duly,delay,duly,284,180,328
11051,4977,2162,2312,2485,delay,delay,delay,121,107,107
11052,7110,1551,2056,341,duly,duly,duly,1600,145,0
11053,13509,12707,12726,13431,delay,delay,delay,284,562,668
11054,2133,2040,1585,0,duly,duly,delay,114,25,0
11055,12798,19,146,96,,,duly,102,153,46
11056,3555,52,0,36,,,duly,52,21,36
11057,16353,3763,2363,1754,duly,duly,duly,137,1088,38
11058,2133,1448,1596,1853,duly,duly,delay,119,169,41
11059,10665,0,0,0,delay,,duly,0,0,0
11060,5688,3202,2885,2735,duly,duly,duly,233,197,161
11061,5688,1876,128,3947,duly,duly,duly,81,2432,45
11062,8532,18,35,92,duly,,delay,0,35,23
11063,3555,3561,2034,774,duly,duly,duly,142,213,36
11064,19908,17166,4038,393,duly,duly,duly,484,58,0
11065,35550,653,403,1903,,,duly,662,1776,561
11066,21330,4531,4645,4771,duly,duly,duly,320,391,427
11067,9954,24,60,56,duly,delay,duly,46,17,36
11068,16353,103,36,27,duly,duly,duly,61,36,297
11069,14220,1853,1987,2030,duly,delay,delay,178,89,53
11070,13509,1060,1298,2251,duly,duly,duly,178,142,971
11071,1422,1326,165,104,duly,duly,duly,128,60,41
11072,3555,877,685,1925,duly,duly,delay,69,655,45
11073,7110,931,-5,-5,duly,,duly,0,0,0
11074,4266,5277,4625,2115,duly,duly,duly,157,2204,114
11075,10665,525,1108,226,duly,duly,duly,446,1051,205
11076,6399,482,675,706,duly,duly,duly,107,124,89
11077,7110,159,6172,4425,duly,duly,duly,4045,249,142
11078,12798,10196,10283,10730,delay,delay,delay,430,427,419
11079,17064,156,80,143,,delay,duly,40,36,53
11080,1422,1467,1403,709,duly,duly,duly,136,65,0
11081,6399,827,535,522,duly,duly,duly,364,214,284
11082,2844,76,191,0,delay,delay,delay,191,0,15
11083,25596,8142,8186,8060,duly,duly,duly,363,320,427
11084,25596,27,12,8,,,duly,38,0,24
11085,28440,512,565,474,,,duly,689,590,348
11086,17775,1468,0,0,duly,,duly,0,0,0
11087,14931,252,409,630,duly,duly,duly,238,201,356
11088,20619,5893,4658,4954,duly,duly,duly,322,456,284
11089,9954,7808,5361,3079,duly,duly,duly,258,162,111
11090,1422,1422,1396,1403,duly,delay,duly,115,59,49
11091,13509,13360,12184,6595,duly,delay,duly,747,356,260
11092,4266,2372,2643,2764,duly,duly,delay,142,139,139
11093,5688,6138,5269,1567,duly,duly,duly,227,231,356
11094,3555,3259,3012,3504,duly,duly,delay,249,356,72
11095,3555,869,953,557,duly,duly,duly,89,75,223
11096,5688,4759,4720,4629,delay,duly,delay,107,533,213
11097,25596,0,0,0,delay,,duly,0,0,0
11098,11376,5293,1911,632,duly,duly,delay,252,142,36
11099,6399,1412,1800,2377,duly,duly,duly,356,356,199
11100,17064,1545,1074,6624,duly,duly,duly,356,285,6486
11101,23463,34,204,49,duly,duly,duly,92,42,0
11102,23463,0,0,0,delay,,duly,0,0,0
11103,17064,0,0,0,,,delay,0,0,0
11104,14220,13914,13637,12378,duly,duly,duly,536,551,427
11105,6399,36,164,531,duly,duly,duly,19,217,112
11106,25596,702,-436,-98,duly,,duly,18,178,178
11107,5688,221,41,0,,,duly,43,41,214
11108,7110,4772,4954,5133,delay,duly,duly,220,188,194
11109,12798,110,744,58,delay,duly,duly,288,305,111
11110,31995,184,346,126,duly,duly,duly,81,460,36
11111,10665,6013,3741,3524,duly,duly,duly,196,782,142
11112,11376,0,221,18,delay,,duly,148,73,18
11113,22041,100,910,3469,duly,duly,duly,396,285,3316
11114,8532,8176,7992,8280,duly,duly,duly,391,295,320
11115,28440,2816,6483,4956,duly,duly,duly,4133,325,4740
11116,8532,8239,8338,8407,duly,duly,duly,303,302,306
11117,17064,19951,23312,17302,duly,duly,duly,889,675,608
11118,7110,134,14,279,duly,delay,delay,7,0,635
11119,17775,61,61,61,duly,duly,duly,61,46,61
11120,25596,0,0,0,,,duly,0,0,0
11121,7110,2226,2356,2460,delay,duly,delay,66,167,53
11122,3555,2872,1502,1225,duly,duly,duly,132,107,46
11123,1422,1170,1038,1190,duly,duly,duly,142,142,142
11124,5688,146,185,150,duly,duly,duly,121,150,79
11125,3555,3088,3395,1299,duly,duly,duly,213,231,142
11126,25596,79,176,12,delay,duly,duly,86,90,34
11127,5688,4386,3885,2456,duly,duly,duly,444,213,356
11128,12087,10569,8451,8290,duly,duly,duly,430,320,320
11129,711,688,227,496,duly,duly,duly,36,242,43
11130,2133,28,0,0,delay,,duly,28,284,0
11131,35550,1028,1626,6105,,,duly,1021,978,6441
11132,12798,521,517,597,,,duly,883,339,728
11133,2133,1674,1644,897,delay,duly,duly,46,211,103
11134,26307,159,2666,212,duly,delay,duly,1585,133,1617
11135,16353,9432,9618,9156,duly,duly,duly,356,356,320
11136,14931,331,373,141,duly,duly,duly,139,407,126
11137,24174,11671,10314,8321,duly,delay,duly,747,142,320
11138,25596,15001,10396,7176,duly,duly,duly,553,289,194
11139,3555,2019,2149,2270,duly,duly,duly,106,79,136
11140,1422,1447,187,0,delay,duly,duly,36,75,0
11141,1422,1115,1353,1377,delay,delay,delay,153,107,0
11142,5688,3524,3597,3751,delay,duly,duly,65,135,224
11143,35550,35763,30091,20050,duly,duly,duly,1351,781,648
11144,25596,0,128,43,delay,,duly,0,171,17
11145,14220,131,234,0,duly,duly,duly,68,168,0
11146,35550,4254,4935,2457,duly,duly,duly,925,12,86
11147,12798,55,55,83,duly,duly,duly,42,83,28
11148,14220,1121,484,520,duly,duly,duly,93,42,68
11149,11376,5619,3338,1081,duly,duly,duly,153,53,49
11150,4977,1400,1496,1531,duly,duly,duly,100,96,57
11151,21330,8340,0,0,duly,,duly,0,0,0
11152,10665,10258,10318,9612,delay,delay,duly,659,165,356
11153,5688,4423,4723,4990,duly,duly,delay,186,274,188
11154,7821,7657,6600,5387,duly,duly,duly,331,214,216
11155,4266,3501,2381,1470,duly,duly,duly,153,416,754
11156,24885,8627,5958,5100,duly,duly,duly,327,252,176
11157,3555,3381,3448,3519,duly,duly,duly,148,129,89
11158,20619,4914,4629,4287,duly,duly,duly,196,213,213
11159,14931,4202,2669,736,duly,duly,duly,579,526,1310
11160,27729,594,22,0,,,duly,557,22,0
11161,7110,6505,6506,3114,duly,delay,duly,711,232,2077
11162,25596,372,1136,389,,,duly,541,1127,178
11163,23463,577,770,184,delay,,duly,1246,24,320
11164,12798,794,1943,839,duly,duly,duly,1350,1048,787
11165,7821,788,678,1057,duly,duly,duly,142,213,178
11166,16353,3266,613,215,delay,duly,duly,36,161,159
11167,29862,6396,877,2481,delay,delay,duly,1,904,1104
11168,9954,6670,7721,8098,duly,duly,delay,533,551,498
11169,16353,3308,2837,2284,duly,duly,duly,134,74,43
11170,8532,1437,0,0,duly,,delay,0,0,0
11171,14931,1568,1011,427,duly,duly,duly,1011,0,1623
11172,1422,48,96,61,duly,duly,duly,65,98,18
11173,27729,27477,26670,27738,delay,duly,delay,569,1564,427
11174,8532,56,56,34,duly,delay,duly,34,11,17
11175,14931,623,534,132,,,duly,493,322,138
11176,7821,7355,5525,3853,duly,duly,duly,357,498,284
11177,2133,869,881,519,duly,duly,duly,99,41,33
11178,31995,14,14,28,duly,delay,duly,0,28,28
11179,10665,0,0,0,delay,,duly,0,0,0
11180,4266,738,806,1878,delay,duly,duly,53,379,659
11181,3555,622,0,0,duly,,delay,0,0,0
11182,1422,608,850,913,duly,duly,duly,137,64,44
11183,13509,25666,10110,6016,duly,duly,duly,603,271,458
11184,4266,3891,2794,1362,duly,duly,duly,135,121,28
11185,16353,199,121,0,duly,duly,duly,143,28,0
11186,14931,7384,4862,1843,duly,duly,duly,256,96,67
11187,711,3827,475,217,duly,duly,duly,111,93,0
11188,17064,495,1056,740,duly,duly,duly,741,124,356
11189,5688,810,708,318,duly,duly,duly,213,71,71
11190,6399,5265,4075,3116,duly,duly,duly,200,125,123
11191,4266,3362,3492,3627,delay,delay,delay,142,142,146
11192,11376,192,15,15,,,duly,15,15,15
11193,17775,587,1032,1755,duly,duly,duly,356,498,320
11194,5688,3481,3622,3851,duly,delay,delay,142,217,156
11195,22752,218,956,339,duly,duly,duly,501,656,417
11196,9954,5858,4728,4037,duly,duly,delay,233,178,167
11197,14931,175,116,90,duly,delay,duly,151,39,79
11198,5688,3513,3430,3743,duly,duly,duly,134,203,309
